lesson_id,word_id,kanji,hiragana,romaji,meaning,category
lesson_duolingo,w337,映画館,えいがかん,,电影院,object
lesson_duolingo,w338,---,ポップコーン,,爆米花，popcorn,food
lesson_duolingo,w340,---,ホットドッグ,,热狗，hotdog,animal
lesson_duolingo,w342,---,ワイン,,wine，葡萄酒,food
lesson_duolingo,w343,---,ステーキ,sutēki,牛排，steak,animal
lesson_duolingo,w346,旅行,りょこう,,旅行，旅游,verb_visual
lesson_duolingo,w347,---,チケット,chiketto,票，ticket,object
lesson_duolingo,w348,---,スーツケース,,行李箱，suitcase,object
lesson_duolingo,w349,飛行機,ひこうき,,飞机,vehicle
lesson_duolingo,w350,会いましょう,あいましょう,,见面吧,verb_visual
lesson_duolingo,w351,絵,え,,画,object
lesson_duolingo,w352,美術館,びじゅつかん,,美术馆,place
lesson_duolingo,w354,---,ライオン,,lion，狮子,animal
lesson_duolingo,w356,動物園,どうぶつえん,,动物园,place
lesson_duolingo,w357,写真,しゃしん,,照片,object
lesson_duolingo,w359,肉,にく,,肉,food
lesson_duolingo,w360,料理,りょうり,,料理,food
lesson_duolingo,w363,---,レシピ,,recipe，菜谱，食谱,food
lesson_duolingo,w364,暇,ひま,,空闲,place
lesson_duolingo,w365,一緒に,いっしょに,,一起,verb_visual
lesson_duolingo,w366,野菜,やさい,,蔬菜,food
lesson_duolingo,w367,卵，玉子,たまご,,鸡蛋,animal
lesson_duolingo,w368,---,スーパー,,super，超市,place
lesson_duolingo,w369,醤油,しょうゆ,,酱油,food
lesson_duolingo,w371,魚,さかな,,鱼,animal
lesson_duolingo,w372,豆腐,とうふ,,豆腐,food
lesson_duolingo,w373,牛丼,ぎゅうどん,,牛肉饭,animal
lesson_duolingo,w375,塩,しお,,盐,food
lesson_duolingo,w376,---,とんかつ,,猪排,animal
lesson_duolingo,w380,豚肉,ぶたにく,,猪肉,animal
lesson_duolingo,w382,---,ビール,,啤酒，beer,food
lesson_duolingo,w383,本屋,ほんや,,书店,object
lesson_duolingo,w397,---,ポスター,posutā,海报，poster,place
lesson_duolingo,w399,---,カードゲーム,,纸牌游戏，cardgame,object
lesson_duolingo,w403,---,プリンター,,打印机，printer,object
lesson_duolingo,w407,---,フライドポテト,,薯条，fried potato,food
lesson_duolingo,w408,---,チャーハン,,炒饭,food
lesson_duolingo,w412,---,パソコン,,电脑，personal computer,object
lesson_duolingo,w416,---,バー,,酒吧，bar,food
lesson_duolingo,w420,会社,かいしゃ,,公司,place
lesson_duolingo_phrases,w001,に住んでいます,にすんでいます,,住在（某地）,nature
lesson_duolingo_phrases,w002,を見ます,をみます,,看（某物）,verb_visual
lesson_duolingo_phrases,w003,---,をします,,做/打（某事）,verb_visual
lesson_duolingo_phrases,w004,を聴きます,をききます,,听（某物）,verb_visual
lesson_duolingo_phrases,w005,を読みます,をよみます,,读（某物）,verb_visual
lesson_duolingo_phrases,w006,を食べます,をたべます,,吃（某物）,verb_visual
lesson_duolingo_phrases,w008,を飲みます,をのみます,,喝（某物）,verb_visual
lesson_duolingo_phrases,w013,を買います,をかいます,,买（某物）,verb_visual
lesson_duolingo_phrases,w014,と遊びます,とあそびます,,和（某人）一起玩,verb_visual
lesson_duolingo_phrases,w019,---,ができます,,会做（某事），会说（某语言）,verb_visual
lesson_n5,w003,青,あお,,blue,color
lesson_n5,w004,青い,あおい,,blue,color
lesson_n5,w005,赤,あか,,red,color
lesson_n5,w006,赤い,あかい,,red,color
lesson_n5,w013,朝御飯,あさごはん,,breakfast,food
lesson_n5,w037,雨,あめ,,rain,place
lesson_n5,w039,洗う,あらう,,to wash,verb_visual
lesson_n5,w047,家,いえ,,"house, home",place
lesson_n5,w054,椅子,いす,,chair,object
lesson_n5,w065,犬,いぬ,,dog,animal
lesson_n5,w070,入口,いりぐち,,entrance,body
lesson_n5,w083,海,うみ,,"sea, beach",place
lesson_n5,w088,映画,えいが,,"movie, film",object
lesson_n5,w089,映画館,えいがかん,,"movie theater, cinema",object
lesson_n5,w102,お金,おかね,,money,color
lesson_n5,w103,起きる,おきる,,"to get up (e.g., from sleeping); to happen",verb_visual
lesson_n5,w106,お酒,おさけ,,sake; alcohol,food
lesson_n5,w113,お茶,おちゃ,,(green) tea,food
lesson_n5,w114,お手洗い,おてあらい,,"toilet, restroom, bathroom (lit., a place to wash one's hands)",body
lesson_n5,w122,お腹,おなか,,stomach,body
lesson_n5,w133,面白い,おもしろい,,"interesting, amusing",color
lesson_n5,w160,家族,かぞく,,"family, members of a family",place
lesson_n5,w162,学校,がっこう,,a school,place
lesson_n5,w164,家庭,かてい,,home; family,place
lesson_n5,w165,角,かど,,"corner (e.g., desk, pavement)",body
lesson_n5,w167,花瓶,かびん,,(flower) vase,object
lesson_n5,w178,川,かわ,,river,place
lesson_n5,w181,木,き,,"tree, wood, timber",nature
lesson_n5,w182,黄色,きいろ,,yellow,color
lesson_n5,w183,黄色い,きいろい,,yellow,color
lesson_n5,w189,喫茶店,きっさてん,,café,food
lesson_n5,w190,切手,きって,,postal (postage) stamps,body
lesson_n5,w194,牛肉,ぎゅうにく,,beef,animal
lesson_n5,w195,牛乳,ぎゅうにゅう,,milk,animal
lesson_n5,w207,金曜日,きんようび,,Friday,color
lesson_n5,w211,果物,くだもの,,fruit,food
lesson_n5,w212,口,くち,,job opening; mouth,body
lesson_n5,w213,靴,くつ,,"shoes, footwear",object
lesson_n5,w214,靴下,くつした,,socks,object
lesson_n5,w234,交差点,こうさてん,,intersection,place
lesson_n5,w235,紅茶,こうちゃ,,black tea,food
lesson_n5,w253,御飯,ごはん,,rice (cooked); meal,food
lesson_n5,w269,砂糖,さとう,,sugar,food
lesson_n5,w292,写真,しゃしん,,a picture; a photograph,verb_visual
lesson_n5,w298,上手,じょうず,,"be good at, skillful",body
lesson_n5,w300,醤油,しょうゆ,,soy sauce,food
lesson_n5,w303,白,しろ,,white,color
lesson_n5,w304,白い,しろい,,white,color
lesson_n5,w306,水曜日,すいようび,,Wednesday,food
lesson_n5,w321,背,せい,,"(one's) height, stature",body
lesson_n5,w324,石鹸,せっけん,,soap,nature
lesson_n5,w325,背広,せびろ,,men's suit,body
lesson_n5,w332,洗濯,せんたく,,"washing, laundry",verb_visual
lesson_n5,w342,空,そら,,sky,place
lesson_n5,w354,沢山,たくさん,,"many, much",place
lesson_n5,w366,卵,たまご,,egg,food
lesson_n5,w376,地下鉄,ちかてつ,,"underground train, subway",nature
lesson_n5,w377,地図,ちず,,a map,nature
lesson_n5,w379,茶色,ちゃいろ,,brown,food
lesson_n5,w380,茶碗,ちゃわん,,rice bowl,food
lesson_n5,w395,手,て,,hand,body
lesson_n5,w400,手紙,てがみ,,letter,body
lesson_n5,w402,出口,でぐち,,an exit,body
lesson_n5,w409,天気,てんき,,weather,nature
lesson_n5,w438,土曜日,どようび,,Saturday,nature
lesson_n5,w440,鶏肉,とりにく,,chicken meat,food
lesson_n5,w464,肉,にく,,meat,food
lesson_n5,w473,猫,ねこ,,cat,animal
lesson_n5,w483,灰皿,はいざら,,ashtray,color
lesson_n5,w487,箱,はこ,,box,object
lesson_n5,w493,走る,はしる,,to run,verb_visual
lesson_n5,w500,花,はな,,flower,place
lesson_n5,w501,鼻,はな,,nose,body
lesson_n5,w516,晩御飯,ばんごはん,,"dinner, evening meal",food
lesson_n5,w530,病院,びょういん,,hospital,place
lesson_n5,w534,昼御飯,ひるごはん,,"lunch, midday meal",food
lesson_n5,w541,服,ふく,,clothes,object
lesson_n5,w543,豚肉,ぶたにく,,pork,food
lesson_n5,w552,下手,へた,,"unskillful, poor",body
lesson_n5,w559,帽子,ぼうし,,hat; cap,object
lesson_n5,w568,本,ほん,,book,object
lesson_n5,w569,本棚,ほんだな,,bookshelf,object
lesson_n5,w570,本当,ほんとう,,"real, true",object
lesson_n5,w582,町,まち,,town; city,place
lesson_n5,w593,水,みず,,water,food
lesson_n5,w602,耳,みみ,,ear,body
lesson_n5,w610,目,め,,eye(s),body
lesson_n5,w612,眼鏡,めがね,,eye glasses,body
lesson_n5,w614,木曜日,もくようび,,Thursday,nature
lesson_n5,w622,野菜,やさい,,vegetable,food
lesson_n5,w628,山,やま,,mountain,place
lesson_n5,w631,夕飯,ゆうはん,,"dinner, supper, evening meal",food
lesson_n5,w635,雪,ゆき,,snow,place
lesson_n5,w638,洋服,ようふく,,Western-style clothes,object
lesson_n5,w655,料理,りょうり,,cooking; cuisine,food
lesson_n5,w656,旅行,りょこう,,"travel, trip",verb_visual
